;Proband;Block;Task;Trial;NumLayers;MappingMethod;TargetLayer;Result;Peaks_Total;Peaks_BeforeHold;Peaks_AfterHold;Peaks_lower;Peaks_deeper;Peaks_between
3484;12;1;7;1;15; direct;1; COMPLETED;4;4;0;1;3;0
3485;12;1;14;4;15; direct;1; TERMINATED;4;4;0;1;3;0
3486;13;3;6;1;15; direct;1; COMPLETED;5;5;0;1;4;0
3487;13;3;8;1;15; direct;1; TERMINATED;4;4;0;1;3;0
3488;13;3;10;2;15; direct;1; TERMINATED;9;9;0;2;5;2
3489;14;3;3;4;15; direct;1; TERMINATED;2;2;0;2;0;0
3490;14;3;4;3;15; direct;1; COMPLETED;4;4;0;2;2;0
3491;14;3;6;2;15; direct;1; COMPLETED;6;6;0;2;4;0
3492;15;3;2;1;15; direct;1; COMPLETED;2;2;0;1;1;0
3493;15;3;6;2;15; direct;1; COMPLETED;2;2;0;1;1;0
3494;15;3;7;1;15; direct;1; COMPLETED;2;2;0;1;1;0
3495;16;2;1;2;15; direct;1; COMPLETED;2;2;0;1;1;0
3496;16;2;3;2;15; direct;1; COMPLETED;3;3;0;3;0;0
3497;16;2;6;1;15; direct;1; COMPLETED;9;9;0;3;5;1
3498;17;3;3;2;15; direct;1; FAILED;1;1;0;1;0;0
3499;17;3;10;0;15; direct;1; COMPLETED;2;2;0;1;0;1
3500;17;3;16;1;15; direct;1; FAILED;1;1;0;1;0;0
3501;18;1;4;0;15; direct;1; COMPLETED;1;1;0;1;0;0
3502;18;1;15;1;15; direct;1; COMPLETED;2;2;0;1;1;0
3503;18;1;17;3;15; direct;1; COMPLETED;3;3;0;1;2;0
3504;19;2;11;0;15; direct;1; TERMINATED;2;2;0;2;0;0
3505;19;2;13;2;15; direct;1; COMPLETED;4;4;0;1;0;3
3506;19;2;18;0;15; direct;1; COMPLETED;2;2;0;2;0;0
3507;20;2;7;2;15; direct;1; COMPLETED;5;5;0;1;4;0
3508;20;2;9;3;15; direct;1; TERMINATED;7;7;0;1;6;0
3509;20;2;16;3;15; direct;1; COMPLETED;3;3;0;1;2;0
3510;22;3;5;4;15; direct;1; COMPLETED;5;5;0;3;1;1
3511;22;3;6;4;15; direct;1; COMPLETED;5;5;0;3;1;1
3512;22;3;9;1;15; direct;1; COMPLETED;2;2;0;1;1;0
3513;23;1;2;4;15; direct;1; COMPLETED;5;5;0;1;4;0
3514;23;1;3;2;15; direct;1; COMPLETED;5;5;0;1;4;0
3515;23;1;15;0;15; direct;1; COMPLETED;4;4;0;4;0;0
3516;24;2;7;4;15; direct;1; FAILED;3;3;0;1;2;0
3517;24;2;10;1;15; direct;1; FAILED;1;1;0;1;0;0
3518;24;2;11;2;15; direct;1; TERMINATED;1;1;0;1;0;0
3519;1;1;4;1;15; direct;4; COMPLETED;3;3;0;1;2;0
3520;1;1;10;1;15; direct;4; COMPLETED;3;3;0;3;0;0
3521;1;1;12;4;15; direct;4; COMPLETED;2;2;0;1;1;0
3522;2;1;4;2;15; direct;4; COMPLETED;2;2;0;1;0;1
3523;2;1;6;4;15; direct;4; COMPLETED;3;3;0;2;1;0
3524;2;1;8;3;15; direct;4; COMPLETED;2;2;0;1;0;1
3525;3;1;2;1;15; direct;4; TERMINATED;1;1;0;1;0;0
3526;3;1;3;0;15; direct;4; COMPLETED;0;0;0;0;0;0
3527;3;1;6;3;15; direct;4; COMPLETED;6;6;0;6;0;0
3528;4;2;9;3;15; direct;4; TERMINATED;10;10;0;6;4;0
3529;4;2;11;4;15; direct;4; TERMINATED;9;9;0;2;5;2
3530;4;2;15;1;15; direct;4; COMPLETED;8;8;0;3;4;1
3531;5;3;4;2;15; direct;4; COMPLETED;3;3;0;1;2;0
3532;5;3;16;1;15; direct;4; TERMINATED;2;2;0;1;1;0
3533;5;3;17;2;15; direct;4; TERMINATED;2;2;0;2;0;0
3534;6;2;3;4;15; direct;4; TERMINATED;2;2;0;1;1;0
3535;6;2;4;4;15; direct;4; TERMINATED;1;1;0;1;0;0
3536;6;2;8;2;15; direct;4; TERMINATED;2;2;0;1;0;1
3537;7;2;4;3;15; direct;4; COMPLETED;2;2;0;2;0;0
3538;7;2;9;1;15; direct;4; COMPLETED;2;2;0;1;1;0
3539;7;2;14;4;15; direct;4; COMPLETED;0;0;0;0;0;0
3540;8;2;4;3;15; direct;4; TERMINATED;2;2;0;2;0;0
3541;8;2;12;0;15; direct;4; COMPLETED;5;5;0;5;0;0
3542;8;2;13;1;15; direct;4; COMPLETED;9;9;0;9;0;0
3543;9;3;2;3;15; direct;4; COMPLETED;3;3;0;3;0;0
3544;9;3;8;2;15; direct;4; COMPLETED;4;4;0;1;1;2
3545;9;3;16;4;15; direct;4; COMPLETED;2;2;0;1;1;0
3546;10;2;10;2;15; direct;4; TERMINATED;4;4;0;1;3;0
3547;10;2;13;4;15; direct;4; TERMINATED;12;12;0;1;11;0
3548;10;2;16;0;15; direct;4; FAILED;0;0;0;0;0;0
3549;11;3;4;3;15; direct;4; TERMINATED;4;4;0;1;2;1
3550;11;3;6;4;15; direct;4; TERMINATED;3;3;0;1;2;0
3551;11;3;10;4;15; direct;4; COMPLETED;4;4;0;1;3;0
3552;12;1;1;3;15; direct;4; COMPLETED;6;6;0;1;5;0
3553;12;1;7;2;15; direct;4; COMPLETED;3;3;0;1;2;0
3554;12;1;14;2;15; direct;4; COMPLETED;3;3;0;1;2;0
3555;13;3;6;4;15; direct;4; COMPLETED;3;3;0;3;0;0
3556;13;3;8;0;15; direct;4; COMPLETED;2;2;0;2;0;0
3557;13;3;10;0;15; direct;4; COMPLETED;2;2;0;2;0;0
3558;14;3;3;1;15; direct;4; COMPLETED;2;2;0;1;1;0
3559;14;3;4;1;15; direct;4; COMPLETED;4;4;0;4;0;0
3560;14;3;6;1;15; direct;4; COMPLETED;2;2;0;2;0;0
3561;15;3;2;3;15; direct;4; COMPLETED;4;4;0;4;0;0
3562;15;3;6;1;15; direct;4; COMPLETED;4;4;0;1;3;0
3563;15;3;7;4;15; direct;4; TERMINATED;3;3;0;3;0;0
3564;16;2;1;4;15; direct;4; COMPLETED;3;3;0;1;2;0
3565;16;2;3;3;15; direct;4; TERMINATED;5;5;0;2;0;3
3566;16;2;6;4;15; direct;4; TERMINATED;6;6;0;6;0;0
3567;17;3;3;0;15; direct;4; COMPLETED;2;2;0;2;0;0
3568;17;3;10;1;15; direct;4; COMPLETED;2;2;0;2;0;0
3569;17;3;16;4;15; direct;4; COMPLETED;3;3;0;1;0;2
3570;18;1;4;2;15; direct;4; COMPLETED;3;3;0;1;1;1
3571;18;1;15;2;15; direct;4; COMPLETED;3;3;0;1;2;0
3572;18;1;17;2;15; direct;4; COMPLETED;3;3;0;1;2;0
3573;19;2;11;4;15; direct;4; COMPLETED;2;2;0;1;1;0
3574;19;2;13;3;15; direct;4; TERMINATED;1;1;0;1;0;0
3575;19;2;18;1;15; direct;4; COMPLETED;10;10;0;10;0;0
3576;20;2;7;1;15; direct;4; TERMINATED;3;3;0;1;2;0
3577;20;2;9;4;15; direct;4; COMPLETED;3;3;0;1;2;0
3578;20;2;16;4;15; direct;4; TERMINATED;4;4;0;1;3;0
3579;22;3;5;0;15; direct;4; COMPLETED;2;2;0;2;0;0
3580;22;3;6;1;15; direct;4; COMPLETED;1;1;0;1;0;0
3581;22;3;9;4;15; direct;4; TERMINATED;7;7;0;5;0;2
3582;23;1;2;2;15; direct;4; COMPLETED;3;3;0;1;2;0
3583;23;1;3;4;15; direct;4; COMPLETED;6;6;0;1;5;0
3584;23;1;15;4;15; direct;4; COMPLETED;8;8;0;1;7;0
3585;24;2;7;1;15; direct;4; COMPLETED;7;7;0;1;5;1
3586;24;2;10;3;15; direct;4; COMPLETED;5;5;0;2;2;1
3587;24;2;11;3;15; direct;4; COMPLETED;5;5;0;5;0;0
3588;1;1;4;2;15; direct;8; TERMINATED;2;2;0;2;0;0
3589;1;1;10;4;15; direct;8; COMPLETED;2;2;0;1;0;1
3590;1;1;12;2;15; direct;8; COMPLETED;2;2;0;2;0;0
3591;2;1;4;3;15; direct;8; COMPLETED;2;2;0;2;0;0
3592;2;1;6;1;15; direct;8; COMPLETED;6;6;0;6;0;0
3593;2;1;8;2;15; direct;8; COMPLETED;3;3;0;3;0;0
3594;3;1;2;2;15; direct;8; COMPLETED;1;1;0;1;0;0
3595;3;1;3;4;15; direct;8; COMPLETED;6;6;0;6;0;0
3596;3;1;6;1;15; direct;8; TERMINATED;0;0;0;0;0;0
3597;4;2;9;4;15; direct;8; TERMINATED;7;7;0;7;0;0
3598;4;2;11;3;15; direct;8; TERMINATED;7;7;0;4;0;3
3599;4;2;15;3;15; direct;8; TERMINATED;1;1;0;1;0;0
3600;5;3;4;3;15; direct;8; COMPLETED;3;3;0;3;0;0
3601;5;3;16;3;15; direct;8; COMPLETED;3;3;0;3;0;0
3602;5;3;17;1;15; direct;8; COMPLETED;3;3;0;3;0;0
3603;6;2;3;2;15; direct;8; COMPLETED;3;3;0;3;0;0
3604;6;2;4;1;15; direct;8; COMPLETED;3;3;0;3;0;0
3605;6;2;8;0;15; direct;8; COMPLETED;2;2;0;2;0;0
3606;7;2;4;1;15; direct;8; COMPLETED;2;2;0;2;0;0
3607;7;2;9;2;15; direct;8; COMPLETED;4;4;0;4;0;0
3608;7;2;14;3;15; direct;8; COMPLETED;6;6;0;6;0;0
3609;8;2;4;2;15; direct;8; COMPLETED;6;6;0;6;0;0
3610;8;2;12;4;15; direct;8; TERMINATED;3;3;0;3;0;0
3611;8;2;13;2;15; direct;8; COMPLETED;1;0;1;1;0;0
3612;9;3;2;1;15; direct;8; COMPLETED;6;6;0;6;0;0
3613;9;3;8;4;15; direct;8; COMPLETED;4;4;0;4;0;0
3614;9;3;16;3;15; direct;8; COMPLETED;3;3;0;3;0;0
3615;10;2;10;3;15; direct;8; TERMINATED;6;6;0;4;2;0
3616;10;2;13;2;15; direct;8; TERMINATED;3;3;0;1;2;0
3617;10;2;16;3;15; direct;8; TERMINATED;1;1;0;1;0;0
3618;11;3;4;2;15; direct;8; COMPLETED;9;9;0;9;0;0
3619;11;3;6;1;15; direct;8; COMPLETED;2;1;1;2;0;0
3620;11;3;10;1;15; direct;8; TERMINATED;7;7;0;7;0;0
3621;12;1;1;1;15; direct;8; COMPLETED;7;7;0;2;4;1
3622;12;1;7;0;15; direct;8; COMPLETED;2;2;0;2;0;0
3623;12;1;14;0;15; direct;8; COMPLETED;1;1;0;1;0;0
3624;13;3;6;0;15; direct;8; COMPLETED;1;1;0;1;0;0
3625;13;3;8;3;15; direct;8; COMPLETED;6;6;0;4;0;2
3626;13;3;10;4;15; direct;8; COMPLETED;8;8;0;7;0;1
3627;14;3;3;0;15; direct;8; COMPLETED;1;1;0;1;0;0
3628;14;3;4;2;15; direct;8; COMPLETED;1;1;0;1;0;0
3629;14;3;6;0;15; direct;8; COMPLETED;1;1;0;1;0;0
3630;15;3;2;0;15; direct;8; COMPLETED;1;1;0;1;0;0
3631;15;3;6;3;15; direct;8; COMPLETED;3;3;0;3;0;0
3632;15;3;7;2;15; direct;8; COMPLETED;4;4;0;4;0;0
3633;16;2;1;0;15; direct;8; TERMINATED;0;0;0;0;0;0
3634;16;2;3;1;15; direct;8; TERMINATED;4;4;0;4;0;0
3635;16;2;6;0;15; direct;8; COMPLETED;2;2;0;2;0;0
3636;17;3;3;3;15; direct;8; COMPLETED;3;3;0;3;0;0
3637;17;3;10;3;15; direct;8; COMPLETED;2;2;0;2;0;0
3638;17;3;16;2;15; direct;8; COMPLETED;5;5;0;5;0;0
3639;18;1;4;1;15; direct;8; COMPLETED;2;2;0;2;0;0
3640;18;1;15;0;15; direct;8; COMPLETED;1;1;0;1;0;0
3641;18;1;17;1;15; direct;8; COMPLETED;5;5;0;1;4;0
3642;19;2;11;1;15; direct;8; COMPLETED;2;2;0;2;0;0
3643;19;2;13;1;15; direct;8; COMPLETED;4;4;0;4;0;0
3644;19;2;18;4;15; direct;8; COMPLETED;2;2;0;2;0;0
3645;20;2;7;3;15; direct;8; TERMINATED;2;2;0;2;0;0
3646;20;2;9;1;15; direct;8; COMPLETED;3;3;0;1;0;2
3647;20;2;16;1;15; direct;8; COMPLETED;2;2;0;1;0;1
3648;22;3;5;2;15; direct;8; COMPLETED;3;3;0;3;0;0
3649;22;3;6;3;15; direct;8; COMPLETED;2;2;0;2;0;0
3650;22;3;9;2;15; direct;8; COMPLETED;5;5;0;5;0;0
3651;23;1;2;1;15; direct;8; COMPLETED;3;3;0;1;2;0
3652;23;1;3;3;15; direct;8; COMPLETED;3;3;0;1;2;0
3653;23;1;15;1;15; direct;8; COMPLETED;2;2;0;1;1;0
3654;24;2;7;3;15; direct;8; COMPLETED;3;3;0;3;0;0
3655;24;2;10;4;15; direct;8; COMPLETED;2;2;0;2;0;0
3656;24;2;11;0;15; direct;8; COMPLETED;2;2;0;2;0;0
3657;1;1;4;0;15; direct;11; COMPLETED;0;0;0;0;0;0
3658;1;1;10;3;15; direct;11; COMPLETED;3;3;0;3;0;0
3659;1;1;12;3;15; direct;11; TERMINATED;1;1;0;1;0;0
3660;2;1;4;0;15; direct;11; TERMINATED;2;2;0;2;0;0
3661;2;1;6;3;15; direct;11; COMPLETED;4;4;0;4;0;0
3662;2;1;8;1;15; direct;11; COMPLETED;2;2;0;2;0;0
3663;3;1;2;0;15; direct;11; TERMINATED;0;0;0;0;0;0
3664;3;1;3;1;15; direct;11; COMPLETED;2;2;0;2;0;0
3665;3;1;6;4;15; direct;11; TERMINATED;8;8;0;8;0;0
3666;4;2;9;1;15; direct;11; TERMINATED;1;1;0;1;0;0
3667;4;2;11;2;15; direct;11; COMPLETED;6;6;0;6;0;0
3668;4;2;15;2;15; direct;11; TERMINATED;1;1;0;1;0;0
3669;5;3;4;1;15; direct;11; COMPLETED;2;2;0;2;0;0
3670;5;3;16;2;15; direct;11; COMPLETED;3;3;0;3;0;0
3671;5;3;17;4;15; direct;11; COMPLETED;3;3;0;3;0;0
3672;6;2;3;0;15; direct;11; COMPLETED;2;2;0;2;0;0
3673;6;2;4;3;15; direct;11; COMPLETED;3;3;0;3;0;0
3674;6;2;8;1;15; direct;11; COMPLETED;3;3;0;3;0;0
3675;7;2;4;4;15; direct;11; COMPLETED;4;4;0;4;0;0
3676;7;2;9;4;15; direct;11; COMPLETED;3;3;0;3;0;0
3677;7;2;14;0;15; direct;11; COMPLETED;2;2;0;2;0;0
3678;8;2;4;1;15; direct;11; COMPLETED;7;7;0;7;0;0
3679;8;2;12;1;15; direct;11; COMPLETED;1;1;0;1;0;0
3680;8;2;13;0;15; direct;11; COMPLETED;1;1;0;1;0;0
3681;9;3;2;0;15; direct;11; COMPLETED;1;1;0;1;0;0
3682;9;3;8;3;15; direct;11; COMPLETED;4;4;0;4;0;0
3683;9;3;16;2;15; direct;11; COMPLETED;2;2;0;2;0;0
3684;10;2;10;4;15; direct;11; TERMINATED;3;3;0;2;0;1
3685;10;2;13;1;15; direct;11; TERMINATED;7;7;0;7;0;0
3686;10;2;16;4;15; direct;11; TERMINATED;2;2;0;2;0;0
3687;11;3;4;0;15; direct;11; COMPLETED;9;9;0;9;0;0
3688;11;3;6;2;15; direct;11; COMPLETED;1;1;0;1;0;0
3689;11;3;10;3;15; direct;11; COMPLETED;5;5;0;5;0;0
3690;12;1;1;2;15; direct;11; COMPLETED;3;3;0;3;0;0
3691;12;1;7;4;15; direct;11; COMPLETED;4;4;0;4;0;0
3692;12;1;14;1;15; direct;11; COMPLETED;2;2;0;2;0;0
3693;13;3;6;3;15; direct;11; COMPLETED;3;3;0;3;0;0
3694;13;3;8;2;15; direct;11; FAILED;4;4;0;4;0;0
3695;13;3;10;1;15; direct;11; COMPLETED;3;3;0;3;0;0
3696;14;3;3;2;15; direct;11; COMPLETED;0;0;0;0;0;0
3697;14;3;4;0;15; direct;11; COMPLETED;1;1;0;1;0;0
3698;14;3;6;4;15; direct;11; TERMINATED;1;1;0;1;0;0
3699;15;3;2;4;15; direct;11; COMPLETED;4;4;0;4;0;0
3700;15;3;6;0;15; direct;11; COMPLETED;2;2;0;2;0;0
3701;15;3;7;3;15; direct;11; COMPLETED;2;2;0;2;0;0
3702;16;2;1;3;15; direct;11; COMPLETED;5;5;0;5;0;0
3703;16;2;3;0;15; direct;11; COMPLETED;5;5;0;5;0;0
3704;16;2;6;3;15; direct;11; TERMINATED;3;3;0;3;0;0
3705;17;3;3;4;15; direct;11; COMPLETED;2;2;0;2;0;0
3706;17;3;10;4;15; direct;11; COMPLETED;2;2;0;2;0;0
3707;17;3;16;3;15; direct;11; COMPLETED;2;2;0;2;0;0
3708;18;1;4;4;15; direct;11; COMPLETED;2;2;0;2;0;0
3709;18;1;15;3;15; direct;11; COMPLETED;3;3;0;3;0;0
3710;18;1;17;4;15; direct;11; COMPLETED;2;2;0;2;0;0
3711;19;2;11;3;15; direct;11; TERMINATED;1;1;0;1;0;0
3712;19;2;13;0;15; direct;11; COMPLETED;2;2;0;2;0;0
3713;19;2;18;2;15; direct;11; COMPLETED;10;10;0;10;0;0
3714;20;2;7;0;15; direct;11; COMPLETED;4;4;0;4;0;0
3715;20;2;9;0;15; direct;11; COMPLETED;2;2;0;2;0;0
3716;20;2;16;2;15; direct;11; COMPLETED;2;2;0;2;0;0
3717;22;3;5;1;15; direct;11; COMPLETED;3;3;0;3;0;0
3718;22;3;6;0;15; direct;11; COMPLETED;2;2;0;2;0;0
3719;22;3;9;3;15; direct;11; COMPLETED;3;3;0;3;0;0
3720;23;1;2;0;15; direct;11; COMPLETED;2;2;0;2;0;0
3721;23;1;3;0;15; direct;11; COMPLETED;2;2;0;2;0;0
3722;23;1;15;2;15; direct;11; COMPLETED;3;3;0;3;0;0
3723;24;2;7;2;15; direct;11; COMPLETED;2;2;0;2;0;0
3724;24;2;10;0;15; direct;11; COMPLETED;2;2;0;2;0;0
3725;24;2;11;4;15; direct;11; COMPLETED;2;2;0;2;0;0
3726;1;1;4;3;15; direct;14; TERMINATED;1;1;0;1;0;0
3727;1;1;10;2;15; direct;14; COMPLETED;1;1;0;1;0;0
3728;1;1;12;1;15; direct;14; COMPLETED;3;3;0;3;0;0
3729;2;1;4;4;15; direct;14; COMPLETED;1;1;0;1;0;0
3730;2;1;6;2;15; direct;14; COMPLETED;1;1;0;1;0;0
3731;2;1;8;4;15; direct;14; COMPLETED;1;1;0;1;0;0
3732;3;1;2;3;15; direct;14; TERMINATED;1;1;0;1;0;0
3733;3;1;3;3;15; direct;14; TERMINATED;0;0;0;0;0;0
3734;3;1;6;0;15; direct;14; TERMINATED;1;1;0;1;0;0
3735;4;2;9;2;15; direct;14; COMPLETED;2;2;0;2;0;0
3736;4;2;11;1;15; direct;14; COMPLETED;3;3;0;3;0;0
3737;4;2;15;0;15; direct;14; COMPLETED;0;0;0;0;0;0
3738;5;3;4;0;15; direct;14; COMPLETED;3;3;0;3;0;0
3739;5;3;16;0;15; direct;14; COMPLETED;0;0;0;0;0;0
3740;5;3;17;3;15; direct;14; TERMINATED;8;8;0;8;0;0
3741;6;2;3;3;15; direct;14; COMPLETED;1;1;0;1;0;0
3742;6;2;4;0;15; direct;14; COMPLETED;0;0;0;0;0;0
3743;6;2;8;3;15; direct;14; COMPLETED;1;1;0;1;0;0
3744;7;2;4;0;15; direct;14; COMPLETED;2;2;0;2;0;0
3745;7;2;9;0;15; direct;14; TERMINATED;2;2;0;2;0;0
3746;7;2;14;1;15; direct;14; COMPLETED;2;2;0;2;0;0
3747;8;2;4;0;15; direct;14; COMPLETED;14;14;0;14;0;0
3748;8;2;12;3;15; direct;14; COMPLETED;1;1;0;1;0;0
3749;8;2;13;4;15; direct;14; COMPLETED;3;3;0;3;0;0
3750;9;3;2;4;15; direct;14; COMPLETED;13;13;0;13;0;0
3751;9;3;8;0;15; direct;14; TERMINATED;2;2;0;2;0;0
3752;9;3;16;1;15; direct;14; COMPLETED;9;9;0;9;0;0
3753;10;2;10;1;15; direct;14; TERMINATED;1;1;0;1;0;0
3754;10;2;13;3;15; direct;14; COMPLETED;5;5;0;5;0;0
3755;10;2;16;1;15; direct;14; TERMINATED;1;1;0;1;0;0
3756;11;3;4;4;15; direct;14; COMPLETED;1;1;0;1;0;0
3757;11;3;6;0;15; direct;14; COMPLETED;0;0;0;0;0;0
3758;11;3;10;2;15; direct;14; TERMINATED;3;3;0;3;0;0
3759;12;1;1;4;15; direct;14; TERMINATED;6;6;0;6;0;0
3760;12;1;7;3;15; direct;14; TERMINATED;11;11;0;11;0;0
3761;12;1;14;3;15; direct;14; COMPLETED;5;5;0;5;0;0
3762;13;3;6;2;15; direct;14; COMPLETED;8;8;0;8;0;0
3763;13;3;8;4;15; direct;14; COMPLETED;5;5;0;5;0;0
3764;13;3;10;3;15; direct;14; COMPLETED;9;9;0;9;0;0
3765;14;3;3;3;15; direct;14; COMPLETED;3;3;0;3;0;0
3766;14;3;4;4;15; direct;14; COMPLETED;2;1;1;2;0;0
3767;14;3;6;3;15; direct;14; COMPLETED;3;3;0;3;0;0
3768;15;3;2;2;15; direct;14; COMPLETED;1;1;0;1;0;0
3769;15;3;6;4;15; direct;14; COMPLETED;1;1;0;1;0;0
3770;15;3;7;0;15; direct;14; COMPLETED;0;0;0;0;0;0
3771;16;2;1;1;15; direct;14; TERMINATED;1;1;0;1;0;0
3772;16;2;3;4;15; direct;14; COMPLETED;43;43;0;43;0;0
3773;16;2;6;2;15; direct;14; TERMINATED;3;3;0;3;0;0
3774;17;3;3;1;15; direct;14; COMPLETED;2;2;0;2;0;0
3775;17;3;10;2;15; direct;14; COMPLETED;5;5;0;5;0;0
3776;17;3;16;0;15; direct;14; COMPLETED;1;1;0;1;0;0
3777;18;1;4;3;15; direct;14; COMPLETED;1;1;0;1;0;0
3778;18;1;15;4;15; direct;14; COMPLETED;1;1;0;1;0;0
3779;18;1;17;0;15; direct;14; COMPLETED;3;3;0;3;0;0
3780;19;2;11;2;15; direct;14; COMPLETED;1;1;0;1;0;0
3781;19;2;13;4;15; direct;14; COMPLETED;2;2;0;2;0;0
3782;19;2;18;3;15; direct;14; COMPLETED;1;1;0;1;0;0
3783;20;2;7;4;15; direct;14; COMPLETED;1;1;0;1;0;0
3784;20;2;9;2;15; direct;14; TERMINATED;1;1;0;1;0;0
3785;20;2;16;0;15; direct;14; COMPLETED;1;1;0;1;0;0
3786;22;3;5;3;15; direct;14; COMPLETED;1;1;0;1;0;0
3787;22;3;6;2;15; direct;14; COMPLETED;3;3;0;3;0;0
3788;22;3;9;0;15; direct;14; TERMINATED;0;0;0;0;0;0
3789;23;1;2;3;15; direct;14; COMPLETED;5;5;0;5;0;0
3790;23;1;3;1;15; direct;14; COMPLETED;2;2;0;2;0;0
3791;23;1;15;3;15; direct;14; COMPLETED;3;3;0;3;0;0
3792;24;2;7;0;15; direct;14; COMPLETED;1;1;0;1;0;0
3793;24;2;10;2;15; direct;14; TERMINATED;2;2;0;2;0;0
3794;24;2;11;1;15; direct;14; FAILED;1;1;0;1;0;0
3795;1;3;11;2;15; widening;1; TERMINATED;0;0;0;0;0;0
3796;1;3;12;4;15; widening;1; FAILED;3;3;0;1;2;0
3797;1;3;17;2;15; widening;1; TERMINATED;0;0;0;0;0;0
3798;2;2;3;2;15; widening;1; FAILED;2;2;0;1;1;0
3799;2;2;16;2;15; widening;1; TERMINATED;1;1;0;1;0;0
3800;2;2;17;1;15; widening;1; TERMINATED;1;1;0;1;0;0
3801;3;3;5;1;15; widening;1; FAILED;10;10;0;1;9;0
3802;3;3;8;3;15; widening;1; TERMINATED;17;17;0;13;4;0
3803;3;3;16;1;15; widening;1; FAILED;11;11;0;9;2;0
3804;4;3;8;4;15; widening;1; TERMINATED;1;1;0;1;0;0
3805;4;3;11;0;15; widening;1; TERMINATED;15;15;0;15;0;0
3806;4;3;12;2;15; widening;1; TERMINATED;18;18;0;15;3;0
3807;5;2;1;2;15; widening;1; TERMINATED;1;1;0;1;0;0
3808;5;2;4;3;15; widening;1; FAILED;2;2;0;1;1;0
3809;5;2;9;2;15; widening;1; TERMINATED;6;6;0;1;5;0
3810;6;3;3;4;15; widening;1; FAILED;2;2;0;1;1;0
3811;6;3;16;2;15; widening;1; TERMINATED;1;1;0;1;0;0
3812;6;3;18;3;15; widening;1; FAILED;2;2;0;1;1;0
3813;7;1;2;3;15; widening;1; TERMINATED;2;2;0;1;1;0
3814;7;1;14;0;15; widening;1; TERMINATED;1;1;0;1;0;0
3815;7;1;18;4;15; widening;1; FAILED;1;1;0;1;0;0
3816;8;3;3;4;15; widening;1; COMPLETED;3;3;0;1;2;0
3817;8;3;4;1;15; widening;1; TERMINATED;1;1;0;1;0;0
3818;8;3;16;3;15; widening;1; TERMINATED;2;2;0;1;1;0
3819;9;1;4;1;15; widening;1; COMPLETED;18;18;0;18;0;0
3820;9;1;5;2;15; widening;1; TERMINATED;1;1;0;1;0;0
3821;9;1;18;2;15; widening;1; COMPLETED;4;4;0;1;3;0
3822;10;3;7;1;15; widening;1; TERMINATED;2;2;0;1;1;0
3823;10;3;9;0;15; widening;1; TERMINATED;0;0;0;0;0;0
3824;10;3;14;2;15; widening;1; TERMINATED;3;3;0;1;2;0
3825;11;1;8;3;15; widening;1; TERMINATED;3;3;0;1;2;0
3826;11;1;15;4;15; widening;1; TERMINATED;1;1;0;1;0;0
3827;11;1;17;0;15; widening;1; TERMINATED;2;2;0;2;0;0
3828;12;3;11;0;15; widening;1; TERMINATED;4;4;0;4;0;0
3829;12;3;13;1;15; widening;1; TERMINATED;3;3;0;1;2;0
3830;12;3;18;4;15; widening;1; COMPLETED;6;6;0;1;5;0
3831;13;1;13;4;15; widening;1; TERMINATED;11;11;0;1;10;0
3832;13;1;16;0;15; widening;1; TERMINATED;8;8;0;8;0;0
3833;13;1;17;1;15; widening;1; TERMINATED;10;10;0;1;9;0
3834;14;2;4;4;15; widening;1; TERMINATED;2;2;0;2;0;0
3835;14;2;10;3;15; widening;1; TERMINATED;1;1;0;1;0;0
3836;14;2;12;2;15; widening;1; COMPLETED;6;6;0;4;2;0
3837;15;1;3;0;15; widening;1; FAILED;0;0;0;0;0;0
3838;15;1;4;4;15; widening;1; FAILED;2;2;0;1;1;0
3839;15;1;9;0;15; widening;1; FAILED;0;0;0;0;0;0
3840;16;1;6;1;15; widening;1; TERMINATED;48;48;0;41;5;2
3841;16;1;7;4;15; widening;1; FAILED;9;9;0;8;1;0
3842;16;1;12;4;15; widening;1; COMPLETED;4;4;0;1;3;0
3843;17;1;4;2;15; widening;1; FAILED;1;1;0;1;0;0
3844;17;1;11;2;15; widening;1; FAILED;1;1;0;1;0;0
3845;17;1;13;1;15; widening;1; TERMINATED;1;1;0;1;0;0
3846;18;2;9;4;15; widening;1; TERMINATED;1;1;0;1;0;0
3847;18;2;12;0;15; widening;1; TERMINATED;0;0;0;0;0;0
3848;18;2;16;4;15; widening;1; COMPLETED;7;7;0;1;6;0
3849;19;3;4;0;15; widening;1; COMPLETED;3;3;0;3;0;0
3850;19;3;12;2;15; widening;1; TERMINATED;1;1;0;1;0;0
3851;19;3;14;1;15; widening;1; TERMINATED;7;7;0;1;6;0
3852;20;1;8;3;15; widening;1; TERMINATED;1;1;0;1;0;0
3853;20;1;17;0;15; widening;1; TERMINATED;3;3;0;3;0;0
3854;20;1;18;1;15; widening;1; TERMINATED;1;1;0;1;0;0
3855;22;2;6;4;15; widening;1; TERMINATED;1;1;0;1;0;0
3856;22;2;14;0;15; widening;1; TERMINATED;2;2;0;2;0;0
3857;22;2;15;4;15; widening;1; TERMINATED;1;1;0;1;0;0
3858;23;2;13;0;15; widening;1; TERMINATED;2;2;0;2;0;0
3859;23;2;15;4;15; widening;1; TERMINATED;2;2;0;1;1;0
3860;23;2;18;4;15; widening;1; TERMINATED;3;3;0;1;2;0
